soc_id,us_coding_id,year,category,us_43A,us_43B,us_44A,us_44B,us_45,us_46,us_47,us_48,us_49,us_50,us_51A,us_51B,us_52,us_53,us_54,us_55,us_56,us_57,comment,references,source_coded_data
,6242,1933,Country,4,4,4,2,12,32,68,48,32,24,6,22,32,48,8,6,NA,2048,,,@ALC1985US
,6244,1965,Country,8,16,8,8,26,14,16,6,32,80,2,2,16,56,8,46,NA,1056,,,@ALC1985US
,6245,1969,Country,4,20,4,4,184,10,NA,18,NA,74,18,26,16,24,20,6,NA,32,,,@ALC1985US
,6246,1949,Country,8,24,8,4,42,NA,86,48,8,88,NA,6,32,48,4,6,NA,32,,,@ALC1985US
,6247,1963,Country,8,8,2,2,24,2,68,16,NA,88,10,6,16,4,8,36,NA,32,,,@ALC1985US
,6248,1959,Country,8,8,4,2,40,2,192,NA,32,24,NA,18,16,32,12,38,NA,8,,,@ALC1985US
,6249,1955,Country,12,24,4,2,20,NA,84,16,8,88,10,6,16,16,16,6,NA,32,,,@ALC1985US
,6250,1959,Country,4,12,8,2,24,NA,80,16,8,88,16,2,16,8,8,38,NA,4160,,,@ALC1985US
,6251,1971,Country,8,20,8,8,56,6,4,4,32,80,2,2,16,48,16,6,NA,32,,,@ALC1985US
,6252,1955,Country,24,16,8,4,56,10,20,2,16,18,NA,6,16,96,32,6,2,32,,,@ALC1985US
,6253,1923,Country,8,8,2,2,8,NA,64,16,2,2,NA,8,8,16,16,2,NA,64,,,@ALC1985US
,6254,1924,Country,8,8,2,2,4,NA,68,16,32,8,NA,2,16,32,16,2,NA,2112,,,@ALC1985US
,6255,1928,Country,20,32,2,8,4,NA,4,2,32,10,NA,2,4,16,32,2,NA,2112,,,@ALC1985US
,6256,1927,Country,4,16,4,4,90,NA,NA,NA,32,NA,NA,2,16,16,8,2,NA,2048,,,@ALC1985US
,6257,1926,Country,8,48,4,8,14,8,4,NA,40,24,NA,2,8,16,32,2,NA,16,,,@ALC1985US
,6258,1948,Country,8,16,4,6,4,NA,84,24,32,8,2,2,32,16,48,2,NA,2080,,,@ALC1985US
,6259,1949,Country,8,36,8,8,58,8,84,24,40,72,NA,6,16,16,48,6,NA,128,,,@ALC1985US
,6260,1950,Country,16,32,8,24,56,2,210,26,8,24,NA,10,8,8,32,6,4,1040,,,@ALC1985US
,6261,1953,Country,4,20,2,2,152,NA,84,24,32,24,NA,10,8,16,8,6,NA,160,,,@ALC1985US
,6262,1952,Country,12,8,4,4,20,NA,80,24,40,24,NA,10,16,32,8,6,NA,16,,,@ALC1985US
,6266,NA,Yiddish,12,20,4,4,36,2,196,24,2,80,NA,6,16,16,32,2,NA,8,,,@ALC1985US
,6267,NA,Yiddish,4,4,4,2,12,2,68,80,18,66,NA,10,32,16,8,2,NA,64,,,@ALC1985US
,6268,NA,Yiddish,20,20,2,2,38,2,6,16,18,80,NA,6,32,48,24,2,2,8,,,@ALC1985US
,6269,NA,Yiddish,32,36,2,8,14,4,134,20,2,82,NA,14,16,24,34,2,NA,4104,,,@ALC1985US
,5009,1946,Bluegrass,8,32,8,8,24,NA,18,8,40,88,2,2,32,16,64,2,NA,64,,,@ALC1985US
,6221,1957,Bluegrass,24,32,8,4,24,NA,18,16,8,82,NA,2,16,24,64,38,4,16,,,@ALC1985US
,6222,1962,Bluegrass,8,16,8,8,24,2,20,NA,8,88,14,22,16,48,32,6,NA,32,,,@ALC1985US
,6223,1967,Bluegrass,12,32,4,16,24,NA,146,8,8,74,10,10,32,40,64,6,NA,32,,,@ALC1985US
,6133,1960,Miscellaneous,40,32,24,8,138,2,52,10,40,24,10,10,4,4,32,2,NA,1024,,,@ALC1985US
,6290,1928,Miscellaneous,16,16,8,16,264,40,70,56,24,80,6,6,8,48,16,2,NA,16,,,@ALC1985US
,6313,1927,Miscellaneous,NA,32,NA,16,NA,NA,86,8,28,80,NA,6,8,8,64,2,NA,4,,,@ALC1985US
,6319,1907,Miscellaneous,2,4,2,2,132,NA,64,16,2,82,6,6,32,48,4,2,NA,2,,,@ALC1985US
,6275,1950,Miscellaneous,16,16,8,16,12,2,38,34,54,80,NA,22,8,20,16,2,NA,32,,,@ALC1985US
,6125,1966,Miscellaneous,12,16,16,8,50,6,4,4,8,16,24,NA,36,16,16,34,NA,64,,,@ALC1985US
,6183,1970,Miscellaneous,8,18,4,20,38,NA,70,40,20,24,NA,26,8,36,8,6,NA,16,,,@ALC1985US
,5090,NA,Miscellaneous,NA,NA,NA,NA,6,NA,4,NA,NA,NA,8,8,16,8,4,4,NA,NA,,,@ALC1985US
,5075,NA,Miscellaneous,24,16,8,24,192,2,20,10,22,64,NA,2,4,4,16,2,NA,128,,,@ALC1985US
,5020,NA,Miscellaneous,NA,8,NA,16,NA,NA,4,36,4,80,NA,16,8,24,72,NA,NA,2,,,@ALC1985US
,5018,NA,Miscellaneous,NA,32,NA,16,NA,NA,10,32,NA,NA,NA,NA,4,4,64,NA,NA,2,,,@ALC1985US
,5017,NA,Miscellaneous,NA,NA,NA,16,NA,NA,48,44,8,112,NA,2,2,4,64,6,NA,2,,,@ALC1985US
,5019,NA,Miscellaneous,NA,32,NA,16,NA,NA,NA,44,8,48,NA,16,16,4,64,6,NA,2,,,@ALC1985US
